file	gate-class	candidate-classification	remediation	source-ref	feature-overlay-keywords	notes
ui/src/i18n/locales/fa.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=113
ui/src/i18n/locales/de.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=113
ui/src/i18n/locales/zh-TW.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=112
ui/src/i18n/locales/zh-CN.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=112
ui/src/i18n/locales/uk.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=112
ui/src/i18n/locales/tr.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=112
ui/src/i18n/locales/ko.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=112
ui/src/i18n/locales/ar.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=112
ui/src/i18n/locales/th.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=111
ui/src/i18n/locales/pt-BR.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=111
ui/src/i18n/locales/ja-JP.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=111
ui/src/i18n/locales/vi.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=110
ui/src/i18n/locales/nl.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=110
ui/src/i18n/locales/it.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=110
ui/src/i18n/locales/id.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=110
ui/src/i18n/locales/fr.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=110
ui/src/i18n/locales/es.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=110
ui/src/i18n/locales/en.ts	MIXED-CLOBBER	i18n-union	i18n-union-merge	upstream/main+fc337f05d6 (union over non-overlapping additions)	-	locale --union merge: both sides additive translation keys; no semantic conflict; dropped_lines=110
src/agents/embedded-agent-subscribe.handlers.tools.test.ts	MIXED-CLOBBER	no-prcreate-base	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	file added by our PR after PRCREATE 0831fb5e80; cannot 3-way merge without base; cohort review per file: take ours / take upstream / merge; dropped_lines=103
src/agents/embedded-agent-runner/run/attempt.session-lock.ts	MIXED-CLOBBER	no-prcreate-base	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	file added by our PR after PRCREATE 0831fb5e80; cannot 3-way merge without base; cohort review per file: take ours / take upstream / merge; dropped_lines=94
src/gateway/server-methods/agent.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 18 textual conflicts; needs per-hunk human review; dropped_lines=91
src/agents/agent-command.live-model-switch.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 5 textual conflicts; needs per-hunk human review; dropped_lines=90
src/agents/subagent-registry.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 5 textual conflicts; needs per-hunk human review; dropped_lines=85
src/plugins/contracts/plugin-sdk-root-alias.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 3 textual conflicts; needs per-hunk human review; dropped_lines=83
src/plugins/sdk-alias.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=79
src/agents/agent-command.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 13 textual conflicts; needs per-hunk human review; dropped_lines=79
src/auto-reply/reply/followup-runner.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 12 textual conflicts; needs per-hunk human review; dropped_lines=77
src/plugins/commands.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=74
src/gateway/server-methods/chat.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 10 textual conflicts; needs per-hunk human review; dropped_lines=71
test/scripts/crabbox-wrapper.test.ts	MIXED-CLOBBER	no-prcreate-base	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	file added by our PR after PRCREATE 0831fb5e80; cannot 3-way merge without base; cohort review per file: take ours / take upstream / merge; dropped_lines=68
src/plugins/loader.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=65
src/auto-reply/reply/agent-runner-execution.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 37 textual conflicts; needs per-hunk human review; dropped_lines=64
src/auto-reply/reply/session.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 2 textual conflicts; needs per-hunk human review; dropped_lines=61
src/gateway/server-methods/server-methods.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=58
src/tui/embedded-backend.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 12 textual conflicts; needs per-hunk human review; dropped_lines=50
src/infra/diagnostic-trace-context.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=47
test/scripts/test-install-sh-docker.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 2 textual conflicts; needs per-hunk human review; dropped_lines=45
src/plugins/registry.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 3 textual conflicts; needs per-hunk human review; dropped_lines=45
test/scripts/lint-suppressions.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 2 textual conflicts; needs per-hunk human review; dropped_lines=44
src/plugins/commands.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=43
src/auto-reply/reply/agent-runner-execution.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 6 textual conflicts; needs per-hunk human review; dropped_lines=43
src/cron/isolated-agent/run.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 9 textual conflicts; needs per-hunk human review; dropped_lines=41
extensions/discord/src/monitor/native-command.plugin-dispatch.test.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=39
src/commands/models/list.list-command.forward-compat.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 2 textual conflicts; needs per-hunk human review; dropped_lines=37
src/agents/command/attempt-execution.helpers.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=37
src/agents/agent-tools.ts	MIXED-CLOBBER	no-prcreate-base	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	file added by our PR after PRCREATE 0831fb5e80; cannot 3-way merge without base; cohort review per file: take ours / take upstream / merge; dropped_lines=37
src/cli/config-cli.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 2 textual conflicts; needs per-hunk human review; dropped_lines=36
test/vitest/vitest.unit-fast-paths.mjs	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=34
src/gateway/server.impl.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 6 textual conflicts; needs per-hunk human review; dropped_lines=34
src/config/sessions.cache.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 3 textual conflicts; needs per-hunk human review; dropped_lines=33
src/agents/session-write-lock.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=32
src/agents/embedded-agent-runner/runs.test.ts	MIXED-CLOBBER	no-prcreate-base	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	file added by our PR after PRCREATE 0831fb5e80; cannot 3-way merge without base; cohort review per file: take ours / take upstream / merge; dropped_lines=32
src/agents/agent-tools.read.ts	MIXED-CLOBBER	no-prcreate-base	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	file added by our PR after PRCREATE 0831fb5e80; cannot 3-way merge without base; cohort review per file: take ours / take upstream / merge; dropped_lines=32
src/gateway/server.hooks.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=31
src/agents/subagent-announce.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 6 textual conflicts; needs per-hunk human review; dropped_lines=31
ui/src/ui/app-gateway.node.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=29
src/plugin-sdk/root-alias.cjs	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 5 textual conflicts; needs per-hunk human review; dropped_lines=29
src/agents/embedded-agent-runner/run/attempt.ts	MIXED-CLOBBER	no-prcreate-base	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	file added by our PR after PRCREATE 0831fb5e80; cannot 3-way merge without base; cohort review per file: take ours / take upstream / merge; dropped_lines=29
test/scripts/install-sh.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=27
src/auto-reply/reply/session-updates.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 9 textual conflicts; needs per-hunk human review; dropped_lines=27
src/agents/embedded-agent-runner/run.timeout-triggered-compaction.test.ts	MIXED-CLOBBER	no-prcreate-base	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	file added by our PR after PRCREATE 0831fb5e80; cannot 3-way merge without base; cohort review per file: take ours / take upstream / merge; dropped_lines=27
src/cli/config-cli.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=24
src/agents/subagent-registry.lifecycle-retry-grace.e2e.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 2 textual conflicts; needs per-hunk human review; dropped_lines=23
test/scripts/test-projects.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 3 textual conflicts; needs per-hunk human review; dropped_lines=22
src/agents/model-fallback.test.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=22
src/agents/embedded-agent-runner/compaction-runtime-context.test.ts	MIXED-CLOBBER	no-prcreate-base	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	file added by our PR after PRCREATE 0831fb5e80; cannot 3-way merge without base; cohort review per file: take ours / take upstream / merge; dropped_lines=21
src/auto-reply/reply/followup-runner.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 4 textual conflicts; needs per-hunk human review; dropped_lines=20
src/auto-reply/reply/commands-allowlist.test.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=20
src/tui/tui-session-actions.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=19
src/gateway/session-utils.fs.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=19
src/gateway/session-utils.fs.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=19
src/agents/command/session-store.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=19
src/agents/command/attempt-execution.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 6 textual conflicts; needs per-hunk human review; dropped_lines=19
test/scripts/npm-telegram-live.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 2 textual conflicts; needs per-hunk human review; dropped_lines=18
src/agents/model-selection.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=18
src/auto-reply/reply/get-reply-run.media-only.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 7 textual conflicts; needs per-hunk human review; dropped_lines=17
src/agents/embedded-agent-runner/compact.ts	MIXED-CLOBBER	no-prcreate-base	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	file added by our PR after PRCREATE 0831fb5e80; cannot 3-way merge without base; cohort review per file: take ours / take upstream / merge; dropped_lines=17
src/tui/tui-pty-harness.e2e.test.ts	MIXED-CLOBBER	no-prcreate-base	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	file added by our PR after PRCREATE 0831fb5e80; cannot 3-way merge without base; cohort review per file: take ours / take upstream / merge; dropped_lines=16
src/gateway/operator-approvals-client.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 2 textual conflicts; needs per-hunk human review; dropped_lines=16
src/flows/channel-setup.status.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 2 textual conflicts; needs per-hunk human review; dropped_lines=16
src/agents/model-fallback.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 4 textual conflicts; needs per-hunk human review; dropped_lines=16
src/plugins/install.npm-spec.test.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=15
src/commands/agent.test.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=15
src/media/read-capability.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=14
src/agents/command/attempt-execution.cli.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 3 textual conflicts; needs per-hunk human review; dropped_lines=14
extensions/memory-core/src/dreaming.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=14
tsdown.config.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 4 textual conflicts; needs per-hunk human review; dropped_lines=13
test/release-check.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=13
src/gateway/mcp-http.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 4 textual conflicts; needs per-hunk human review; dropped_lines=13
src/agents/cli-runner/prepare.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 3 textual conflicts; needs per-hunk human review; dropped_lines=13
src/gateway/server.auth.browser-hardening.test.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=12
src/agents/embedded-agent-runner/runs.ts	MIXED-CLOBBER	no-prcreate-base	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	file added by our PR after PRCREATE 0831fb5e80; cannot 3-way merge without base; cohort review per file: take ours / take upstream / merge; dropped_lines=12
package.json	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 6 textual conflicts; needs per-hunk human review; dropped_lines=12
src/logging/diagnostic.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 4 textual conflicts; needs per-hunk human review; dropped_lines=11
src/gateway/server-startup-post-attach.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 5 textual conflicts; needs per-hunk human review; dropped_lines=11
src/config/schema.help.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=11
src/agents/subagent-registry.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 16 textual conflicts; needs per-hunk human review; dropped_lines=11
scripts/release-check.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=11
extensions/telegram/src/bot-native-commands.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 2 textual conflicts; needs per-hunk human review; dropped_lines=11
src/tui/tui.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=10
src/agents/embedded-agent-runner/model.ts	MIXED-CLOBBER	no-prcreate-base	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	file added by our PR after PRCREATE 0831fb5e80; cannot 3-way merge without base; cohort review per file: take ours / take upstream / merge; dropped_lines=10
src/agents/auth-profiles/session-override.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=10
test/fixtures/agents/prompt-snapshots/codex-runtime-happy-path/telegram-heartbeat-codex-tool.md	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 5 textual conflicts; needs per-hunk human review; dropped_lines=9
test/fixtures/agents/prompt-snapshots/codex-runtime-happy-path/telegram-direct-codex-message-tool.md	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 5 textual conflicts; needs per-hunk human review; dropped_lines=9
test/fixtures/agents/prompt-snapshots/codex-runtime-happy-path/discord-group-codex-message-tool.md	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 5 textual conflicts; needs per-hunk human review; dropped_lines=9
src/logging/diagnostic.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 4 textual conflicts; needs per-hunk human review; dropped_lines=9
src/infra/heartbeat-runner.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=9
src/gateway/chat-abort.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 3 textual conflicts; needs per-hunk human review; dropped_lines=9
src/config/sessions.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=9
src/agents/subagent-registry-helpers.ts	MIXED-CLOBBER	merge-clean	3-way-merge-auto	upstream/main+fc337f05d6 vs base=0831fb5e80	-	auto-merge clean; dropped_lines=9
src/agents/sandbox-media-paths.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=9
src/agents/openai-responses-payload-policy.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=9
packages/gateway-protocol/src/schema/agent.ts	MIXED-CLOBBER	no-prcreate-base	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	file added by our PR after PRCREATE 0831fb5e80; cannot 3-way merge without base; cohort review per file: take ours / take upstream / merge; dropped_lines=9
ui/src/i18n/.i18n/raw-copy-baseline.json	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 1 textual conflicts; needs per-hunk human review; dropped_lines=8
src/infra/system-events.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 2 textual conflicts; needs per-hunk human review; dropped_lines=8
src/auto-reply/tokens.test.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 2 textual conflicts; needs per-hunk human review; dropped_lines=8
src/auto-reply/reply/session-system-events.ts	MIXED-CLOBBER	cohort-byte-walk-needed	keep-ours-flag-for-cohort	fc337f05d6 (no change; flagged for cohort byte-walk)	-	3-way merge produced 5 textual conflicts; needs per-hunk human review; dropped_lines=8
